,0
152736,-13
152737,34
152738,56
152739,50
152740,57
152741,27
152742,54
152743,16
152744,35
152745,41
152746,26
152747,32
152748,3
152749,6
152750,23
152751,51
152752,70
152753,53
152754,15
152755,-11
152756,-35
152757,34
152758,13
152759,-40
152760,-2
152761,133
152762,47
152763,3
152764,35
152765,70
152766,3
152767,-33
152768,76
152769,97
152770,-36
152771,20
152772,95
152773,51
152774,-28
152775,106
152776,61
152777,-11
152778,34
152779,168
152780,38
152781,12
152782,62
152783,-18
152784,-60
152785,38
152786,23
152787,-47
152788,59
152789,54
152790,3
152791,9
152792,99
152793,-4
152794,-28
152795,97
152796,44
152797,-67
152798,56
152799,56
152800,33
152801,42
152802,137
152803,20
152804,-53
152805,53
152806,-14
152807,-43
152808,11
152809,55
152810,-17
152811,-15
152812,88
152813,-27
152814,-133
152815,53
152816,73
152817,-23
152818,56
152819,71
152820,-16
152821,19
152822,116
152823,58
152824,-17
152825,66
152826,79
152827,7
152828,38
152829,141
152830,75
152831,-7
152832,57
152833,45
152834,-53
152835,-14
152836,78
152837,27
152838,-20
152839,62
152840,38
152841,-12
152842,16
152843,63
152844,-1
152845,-39
152846,65
152847,25
152848,-40
152849,-3
152850,120
152851,32
152852,-47
152853,11
152854,-28
152855,-80
152856,-34
152857,11
152858,-67
152859,-83
152860,92
152861,23
152862,-55
152863,58
152864,70
152865,-5
152866,-13
152867,108
152868,49
152869,-25
152870,104
152871,69
152872,-25
152873,57
152874,59
152875,-16
152876,-28
152877,121
152878,36
152879,-2
152880,68
152881,30
152882,-92
152883,-15
152884,-4
152885,-56
152886,-13
152887,77
152888,-38
152889,-46
152890,62
152891,-51
152892,-87
152893,7
152894,1
152895,-71
152896,-7
152897,4
152898,-81
152899,19
152900,87
152901,-7
152902,-54
152903,-23
152904,-78
152905,-116
152906,31
152907,-33
152908,-87
152909,16
152910,34
152911,-82
152912,-52
152913,44
152914,-66
152915,-58
152916,16
152917,-27
152918,-46
152919,10
152920,50
152921,-57
152922,-11
152923,71
152924,-40
152925,-39
152926,110
152927,26
152928,28
152929,77
152930,29
152931,-69
152932,-51
152933,-21
152934,-98
152935,-78
152936,-12
152937,-54
152938,-69
152939,-41
152940,25
152941,-12
152942,-15
152943,22
152944,-8
152945,-95
152946,-27
152947,-49
152948,-36
152949,7
152950,51
152951,0
152952,-91
152953,-27
152954,-32
152955,-86
152956,-35
152957,-9
152958,6
152959,-32
152960,-33
152961,-90
152962,-89
152963,-40
152964,-7
152965,-86
152966,1
152967,-9
152968,-19
152969,-7
152970,59
152971,33
152972,-67
152973,-56
152974,-48
152975,-98
152976,-21
152977,40
152978,4
152979,-29
152980,8
152981,-26
152982,-52
152983,-46
152984,-32
152985,-67
152986,-46
152987,-31
152988,-47
152989,-77
152990,-55
152991,-18
152992,-94
152993,10
152994,-4
152995,-22
152996,-72
152997,-44
152998,-40
152999,-35
153000,13
153001,-32
153002,-124
153003,-90
153004,-70
153005,-60
153006,-45
153007,-16
153008,-4
153009,-24
153010,-36
153011,-34
153012,-35
153013,-71
153014,-66
153015,-22
153016,-38
153017,-28
153018,-24
153019,-39
153020,-36
153021,-17
153022,-38
153023,-81
153024,-56
153025,-55
153026,-45
153027,40
153028,-5
153029,-35
153030,-35
153031,-44
153032,-72
153033,-41
153034,-26
153035,-81
153036,-18
153037,5
153038,-33
153039,-53
153040,-68
153041,-49
153042,-40
153043,-18
153044,-4
153045,-28
153046,-25
153047,-60
153048,-35
153049,16
153050,10
153051,-27
153052,-77
153053,-84
153054,-94
153055,-82
153056,-39
153057,-48
153058,-26
153059,-38
153060,-6
153061,-56
153062,-39
153063,-62
153064,-92
153065,-72
153066,-77
153067,-15
153068,-29
153069,-20
153070,-53
153071,-14
153072,-12
153073,-43
153074,-9
153075,-53
153076,-18
153077,22
153078,-37
153079,-59
153080,-52
153081,-49
153082,-38
153083,-58
153084,-52
153085,-31
153086,-41
153087,20
153088,13
153089,-16
153090,-50
153091,-59
153092,-87
153093,-38
153094,-90
153095,-67
153096,-46
153097,-41
153098,6
153099,21
153100,31
153101,-27
153102,-31
153103,-79
153104,-57
153105,-60
153106,-87
153107,-42
153108,-54
153109,-4
153110,-60
153111,-60
153112,-49
153113,-56
153114,-37
153115,-66
153116,-40
153117,-56
153118,-5
153119,-20
153120,-16
153121,-15
153122,-47
153123,-38
153124,-88
153125,-55
153126,33
153127,13
153128,-40
153129,-61
153130,-56
153131,-59
153132,-116
153133,-84
153134,-32
153135,-20
153136,-34
153137,8
153138,-31
153139,7
153140,-43
153141,-42
153142,-40
153143,-17
153144,-19
153145,-50
153146,-44
153147,-23
153148,25
153149,-8
153150,-12
153151,-80
153152,-78
153153,-117
153154,-57
153155,-41
153156,-32
153157,-3
153158,1
153159,-29
153160,1
153161,-47
153162,-51
153163,-50
153164,-60
153165,-10
153166,-49
153167,-77
153168,-65
153169,-36
153170,-9
153171,-38
153172,-55
153173,-51
153174,-41
153175,-28
153176,22
153177,31
153178,-36
153179,-87
153180,-120
153181,-62
153182,-82
153183,-57
153184,-39
153185,-12
153186,-10
153187,-23
153188,8
153189,-23
153190,-41
153191,-27
153192,-20
153193,-32
153194,-53
153195,-31
153196,-23
153197,-103
153198,-4
153199,6
153200,-91
153201,-127
153202,-86
153203,-83
153204,-150
153205,-77
153206,-40
153207,-96
153208,-69
153209,12
153210,-112
153211,-155
153212,-93
153213,-128
153214,-89
153215,-59
153216,-27
153217,-82
153218,-41
153219,-1
153220,-115
153221,-78
153222,-14
153223,-110
153224,-51
153225,-38
153226,17
153227,-75
153228,-76
153229,-56
153230,-181
153231,-142
153232,-30
153233,-120
153234,-92
153235,-9
153236,-66
153237,-79
153238,-55
153239,-24
153240,-102
153241,-95
153242,-10
153243,-65
153244,-108
153245,-15
153246,35
153247,-61
153248,-6
153249,41
153250,-83
153251,-82
153252,-39
153253,-89
153254,-130
153255,-18
153256,41
153257,-41
153258,-8
153259,55
153260,-41
153261,-95
153262,-2
153263,-42
153264,-107
153265,-9
153266,-8
153267,-97
153268,-76
153269,-9
153270,-34
153271,-82
153272,-24
153273,-10
153274,-57
153275,23
153276,66
153277,-28
153278,-73
153279,-57
153280,-74
153281,-136
153282,-100
153283,-14
153284,-68
153285,-65
153286,-7
153287,-21
153288,-129
153289,-29
153290,-34
153291,-95
153292,-82
153293,-3
153294,-2
153295,-118
153296,8
153297,26
153298,-62
153299,-48
153300,-19
153301,-20
153302,-64
153303,-15
153304,8
153305,-61
153306,-32
153307,43
153308,-54
153309,-60
153310,-3
153311,-15
153312,-79
153313,-24
153314,7
153315,-111
153316,-95
153317,9
153318,-52
153319,-92
153320,-16
153321,-12
153322,-133
153323,-42
153324,43
153325,28
153326,-48
153327,0
153328,35
153329,-78
153330,-33
153331,16
153332,-51
153333,-62
153334,57
153335,21
153336,-67
153337,-23
153338,36
153339,-83
153340,-32
153341,43
153342,32
153343,-88
153344,-50
153345,76
153346,-2
153347,55
153348,80
153349,7
153350,-106
153351,4
153352,16
153353,-100
153354,-39
153355,27
153356,-23
153357,-96
153358,11
153359,13
153360,-106
153361,-46
153362,3
153363,-55
153364,-19
153365,10
153366,-53
153367,-62
153368,33
153369,6
153370,-33
153371,-8
153372,80
153373,-35
153374,70
153375,125
153376,-34
153377,-11
153378,-9
153379,-98
153380,-82
153381,-54
153382,-67
153383,15
153384,62
153385,13
153386,33
153387,14
153388,7
153389,-17
153390,66
153391,40
153392,-18
153393,-22
153394,-8
153395,-36
153396,68
153397,89
153398,23
153399,26
153400,30
153401,8
153402,-45
153403,25
153404,19
153405,-71
153406,15
153407,17
153408,-41
153409,8
153410,13
153411,2
153412,29
153413,53
153414,27
153415,38
153416,-18
153417,11
153418,-4
153419,8
153420,33
153421,-52
153422,31
153423,73
153424,83
153425,78
153426,85
153427,29
153428,-57
153429,-12
153430,-68
153431,-108
153432,-3
153433,43
153434,-2
153435,22
153436,76
153437,36
153438,0
153439,33
153440,21
153441,-17
153442,-34
153443,22
153444,-38
153445,11
153446,65
153447,65
153448,77
153449,7
153450,-4
153451,10
153452,-2
153453,-19
153454,-4
153455,7
153456,-13
153457,-8
153458,21
153459,39
153460,18
153461,40
153462,35
153463,37
153464,-19
153465,-13
153466,16
153467,14
153468,19
153469,28
153470,25
153471,-8
153472,7
153473,83
153474,87
153475,-4
153476,11
153477,-46
153478,-16
153479,-54
153480,-17
153481,17
153482,-4
153483,1
153484,-2
153485,22
153486,23
153487,53
153488,12
153489,6
153490,2
153491,20
153492,9
153493,10
153494,31
153495,32
153496,62
153497,88
153498,16
153499,7
153500,-12
153501,20
153502,29
153503,25
153504,19
153505,3
153506,22
153507,8
153508,22
153509,-6
153510,33
153511,-22
153512,12
153513,-2
153514,49
153515,31
153516,53
153517,-3
153518,44
153519,17
153520,-68
153521,-27
153522,67
153523,91
153524,64
153525,18
153526,25
153527,-9
153528,-31
153529,25
153530,27
153531,27
153532,27
153533,50
153534,13
153535,6
153536,27
153537,0
153538,-8
153539,-5
153540,-10
153541,27
153542,-10
153543,19
153544,62
153545,106
153546,76
153547,57
153548,-5
153549,16
153550,-33
153551,-8
153552,28
153553,-15
153554,6
153555,25
153556,25
153557,14
153558,34
153559,17
153560,-11
153561,32
153562,51
153563,-10
153564,33
153565,60
153566,74
153567,34
153568,48
153569,42
153570,59
153571,4
153572,67
153573,47
153574,60
153575,57
153576,-36
153577,-51
153578,-2
153579,3
153580,16
153581,14
153582,65
153583,60
153584,58
153585,37
153586,38
153587,16
153588,20
153589,45
153590,-8
153591,17
153592,38
153593,13
153594,27
153595,76
153596,51
153597,11
153598,-19
153599,-8
153600,-19
153601,-3
153602,-18
153603,22
153604,40
153605,33
153606,44
153607,-29
153608,-51
153609,-16
153610,54
153611,36
153612,40
153613,34
153614,34
153615,44
153616,32
153617,-17
153618,-21
153619,-33
153620,28
153621,7
153622,67
153623,62
153624,58
153625,1
153626,2
153627,15
153628,-13
153629,6
153630,29
153631,23
153632,49
153633,42
153634,50
153635,36
153636,78
153637,53
153638,-23
153639,68
153640,88
153641,-33
153642,74
153643,140
153644,130
153645,113
153646,160
153647,48
153648,-14
153649,77
153650,99
153651,-24
153652,-17
153653,121
153654,97
153655,55
153656,139
153657,123
153658,1
153659,69
153660,127
153661,43
153662,51
153663,142
153664,75
153665,17
153666,92
153667,106
153668,50
153669,28
153670,149
153671,116
153672,81
153673,148
153674,146
153675,4
153676,22
153677,74
153678,32
153679,-27
153680,129
153681,101
153682,-11
153683,99
153684,97
153685,36
153686,1
153687,106
153688,71
153689,0
153690,92
153691,68
153692,-40
153693,69
153694,128
153695,-4
153696,13
153697,76
153698,-17
153699,-47
153700,87
153701,-4
153702,-27
153703,90
153704,23
153705,-70
153706,110
153707,20
153708,-83
153709,69
153710,49
153711,-11
153712,39
153713,37
153714,2
153715,14
153716,91
153717,-35
153718,-28
153719,91
153720,-4
153721,-27
153722,130
153723,69
153724,-44
153725,25
153726,-76
153727,-56
153728,73
153729,5
153730,-37
153731,51
153732,104
153733,-39
153734,28
153735,54
153736,-17
153737,-2
153738,82
153739,-66
153740,-65
153741,117
153742,52
153743,9
153744,158
153745,60
153746,-57
153747,48
153748,13
153749,-131
153750,-9
153751,-16
153752,-51
153753,-8
153754,81
153755,-9
153756,-26
153757,59
153758,6
153759,-78
153760,62
153761,-14
153762,-9
153763,89
153764,60
153765,-41
153766,57
153767,42
153768,-23
153769,14
153770,54
153771,46
153772,44
153773,138
153774,24
153775,-85
153776,35
153777,-22
153778,-71
153779,84
153780,42
153781,-16
153782,65
153783,21
153784,-34
153785,-66
153786,28
153787,-40
153788,39
153789,66
153790,-26
153791,-2
153792,90
153793,41
153794,21
153795,85
153796,2
153797,-94
153798,-23
153799,1
153800,-49
153801,-22
153802,55
153803,-53
153804,-64
153805,54
153806,-79
153807,-124
153808,23
153809,-66
153810,-64
153811,56
153812,-1
153813,-70
153814,46
153815,40
153816,-27
153817,-7
153818,-17
153819,-1
153820,-44
153821,37
153822,55
153823,-66
153824,-32
153825,-29
153826,-118
153827,-81
153828,-80
153829,-81
153830,4
153831,34
153832,18
153833,-108
153834,-2
153835,-49
153836,-51
153837,-28
153838,-8
153839,-98
153840,-49
153841,-3
153842,0
153843,41
153844,54
153845,-6
153846,-77
153847,-50
153848,-77
153849,-135
153850,-31
153851,-16
153852,-112
153853,-2
153854,-6
153855,-35
153856,-13
153857,-34
153858,-54
153859,-43
153860,-68
153861,-73
153862,-102
153863,-54
153864,-18
153865,-56
153866,32
153867,0
153868,-2
153869,22
153870,30
153871,-41
153872,-23
153873,-90
153874,-90
153875,-94
153876,-71
153877,-70
153878,-77
153879,-24
153880,-13
153881,-31
153882,5
153883,-53
153884,-81
153885,-14
153886,-65
153887,-87
153888,-46
153889,-38
153890,-12
153891,-4
153892,8
153893,21
153894,-31
153895,-50
153896,-59
153897,-124
153898,-79
153899,-63
153900,-88
153901,-19
153902,2
153903,-52
153904,-15
153905,-6
153906,-43
153907,-42
153908,-41
153909,-44
153910,-35
153911,-39
153912,-52
153913,-42
153914,1
153915,-112
153916,-56
153917,-116
153918,20
153919,16
153920,16
153921,23
153922,-33
153923,-73
153924,-112
153925,-99
153926,-90
153927,-77
153928,-21
153929,-16
153930,4
153931,7
153932,-25
153933,-62
153934,-54
153935,-13
153936,-57
153937,-67
153938,-52
153939,-39
153940,-55
153941,-8
153942,4
153943,-1
153944,-42
153945,-57
153946,-75
153947,-68
153948,-70
153949,-61
153950,-42
153951,-45
153952,-31
153953,-48
153954,-62
153955,-67
153956,-69
153957,-34
153958,-15
153959,-26
153960,-73
153961,-59
153962,-3
153963,-13
153964,-31
153965,-77
153966,-58
153967,-76
153968,-15
153969,-6
153970,3
153971,-23
153972,-20
153973,-96
153974,-55
153975,-73
153976,-71
153977,-27
153978,-52
153979,-11
153980,-28
153981,-52
153982,-51
153983,-46
153984,-53
153985,-67
153986,-43
153987,-46
153988,-24
153989,-17
153990,-26
153991,12
153992,52
153993,30
153994,-20
153995,-59
153996,-72
153997,-101
153998,-68
153999,-73
154000,-57
154001,-65
154002,-47
154003,-79
154004,-39
154005,-65
154006,-73
154007,-12
154008,-31
154009,-27
154010,-6
154011,-40
154012,-55
154013,-30
154014,-55
154015,-65
154016,-69
154017,-67
154018,-51
154019,-4
154020,26
154021,8
154022,-38
154023,-75
154024,-35
154025,-102
154026,-59
154027,-47
154028,-49
154029,-35
154030,-30
154031,-24
154032,-37
154033,-20
154034,-19
154035,-63
154036,-66
154037,-49
154038,-66
154039,-101
154040,-32
154041,11
154042,12
154043,-12
154044,-80
154045,-70
154046,-95
154047,-76
154048,-72
154049,-20
154050,-39
154051,-27
154052,-1
154053,-18
154054,-29
154055,-37
154056,-61
154057,-63
154058,-63
154059,-54
154060,-54
154061,-29
154062,-66
154063,-72
154064,-44
154065,-46
154066,-61
154067,-53
154068,-15
154069,13
154070,1
154071,-34
154072,-76
154073,-61
154074,-72
154075,-86
154076,-103
154077,-53
154078,-4
154079,-80
154080,-109
154081,-19
154082,-54
154083,-124
154084,-79
154085,-19
154086,-90
154087,-88
154088,-41
154089,8
154090,-115
154091,-6
154092,33
154093,-71
154094,-95
154095,-49
154096,-75
154097,-128
154098,-72
154099,2
154100,-70
154101,-49
154102,-26
154103,-96
154104,-122
154105,-30
154106,-50
154107,-89
154108,-64
154109,-18
154110,-32
154111,-100
154112,-36
154113,-7
154114,-83
154115,-72
154116,-3
154117,24
154118,-64
154119,-47
154120,21
154121,-36
154122,-129
154123,-98
154124,-56
154125,-123
154126,-72
154127,-20
154128,-16
154129,-87
154130,-60
154131,-14
154132,-61
154133,-124
154134,-38
154135,22
154136,-148
154137,-78
154138,-7
154139,40
154140,-99
154141,2
154142,12
154143,-72
154144,-127
154145,-111
154146,-47
154147,-154
154148,-104
154149,-42
154150,-34
154151,-129
154152,-51
154153,-16
154154,-117
154155,-73
154156,-50
154157,-52
154158,-138
154159,-32
154160,-16
154161,-75
154162,-54
154163,8
154164,-39
154165,-97
154166,-27
154167,53
154168,-16
154169,-17
154170,25
154171,-29
154172,-132
154173,-36
154174,-31
154175,-84
154176,-59
154177,59
154178,13
154179,-59
154180,-63
154181,10
154182,-104
154183,-63
154184,5
154185,-30
154186,-97
154187,-21
154188,-8
154189,-27
154190,-42
154191,6
154192,-4
154193,-156
154194,-96
154195,-12
154196,-95
154197,-78
154198,-44
154199,-27
154200,-70
154201,-8
154202,56
154203,-59
154204,-74
154205,10
154206,-11
154207,-79
154208,-27
154209,16
154210,-9
154211,-35
154212,32
154213,37
154214,-46
154215,5
154216,32
154217,25
154218,32
154219,125
154220,69
154221,-63
154222,-13
154223,-3
154224,-85
154225,-103
154226,70
154227,38
154228,-48
154229,24
154230,33
154231,-3
154232,-1
154233,24
154234,26
154235,-40
154236,-8
154237,24
154238,-10
154239,-60
154240,77
154241,90
154242,-24
154243,-82
154244,-53
154245,-2
154246,-127
154247,-58
154248,-8
154249,3
154250,-79
154251,-34
154252,54
154253,-2
154254,-56
154255,22
154256,45
154257,-39
154258,6
154259,12
154260,52
154261,-25
154262,-9
154263,25
154264,-66
154265,-45
154266,28
154267,28
154268,-23
154269,28
154270,1
154271,-3
154272,-7
154273,7
154274,8
154275,-11
154276,-26
154277,5
154278,-1
154279,-27
154280,-31
154281,43
154282,10
154283,-11
154284,31
154285,92
154286,37
154287,-35
154288,64
154289,56
154290,10
154291,-39
154292,8
154293,6
154294,-56
154295,23
154296,36
154297,35
154298,6
154299,66
154300,69
154301,-29
154302,18
154303,8
154304,-12
154305,-67
154306,23
154307,21
154308,5
154309,24
154310,79
154311,57
154312,-28
154313,8
154314,2
154315,46
154316,0
154317,51
154318,84
154319,58
154320,29
154321,40
154322,81
154323,-38
154324,-24
154325,41
154326,25
154327,22
154328,38
154329,-1
154330,16
154331,40
154332,23
154333,24
154334,15
154335,42
154336,41
154337,36
154338,49
154339,47
154340,28
154341,41
154342,-24
154343,-53
154344,-63
154345,-14
154346,28
154347,24
154348,53
154349,28
154350,58
154351,21
154352,-19
154353,3
154354,1
154355,-15
154356,-48
154357,-58
154358,-47
154359,36
154360,98
154361,43
154362,46
154363,14
154364,34
154365,16
154366,54
154367,49
154368,52
154369,-27
154370,-5
154371,8
154372,-9
154373,20
154374,16
154375,14
154376,31
154377,27
154378,49
154379,16
154380,24
154381,-7
154382,-20
154383,8
154384,28
154385,12
154386,58
154387,63
154388,83
154389,85
154390,77
154391,2
154392,-19
154393,-67
154394,-33
154395,-27
154396,23
154397,22
154398,43
154399,69
154400,58
154401,4
154402,32
154403,8
154404,55
154405,34
154406,11
154407,28
154408,-1
154409,37
154410,12
154411,-13
154412,25
154413,-9
154414,47
154415,61
154416,88
154417,118
154418,75
154419,-13
154420,-41
154421,-23
154422,-45
154423,-39
154424,13
154425,24
154426,12
154427,17
154428,34
154429,40
154430,19
154431,23
154432,52
154433,29
154434,31
154435,43
154436,-1
154437,61
154438,59
154439,72
154440,7
154441,-9
154442,-3
154443,-75
154444,-37
154445,-59
154446,57
154447,70
154448,74
154449,47
154450,43
154451,48
154452,36
154453,48
154454,34
154455,37
154456,30
154457,15
154458,22
154459,40
154460,35
154461,25
154462,-1
154463,14
154464,20
154465,47
154466,91
154467,89
154468,61
154469,12
154470,13
154471,21
154472,18
154473,9
154474,33
154475,28
154476,38
154477,19
154478,22
154479,11
154480,-29
154481,-8
154482,-6
154483,15
154484,23
154485,33
154486,30
154487,65
154488,71
154489,49
154490,52
154491,-10
154492,7
154493,18
154494,24
154495,25
154496,21
154497,14
154498,38
154499,3
154500,35
154501,-24
154502,-9
154503,17
154504,22
154505,-12
154506,47
154507,25
154508,8
154509,-3
154510,22
154511,8
154512,8
154513,39
154514,16
154515,50
154516,122
154517,62
154518,42
154519,34
154520,-16
154521,6
154522,64
154523,67
154524,-1
154525,44
154526,151
154527,74
154528,-13
154529,59
154530,129
154531,44
154532,-10
154533,99
154534,79
154535,-6
154536,87
154537,220
154538,137
154539,10
154540,38
154541,110
154542,22
154543,-20
154544,95
154545,95
154546,71
154547,46
154548,138
154549,115
154550,1
154551,62
154552,142
154553,84
154554,11
154555,113
154556,122
154557,36
154558,26
154559,105
154560,105
154561,7
154562,44
154563,85
154564,63
154565,65
154566,147
154567,93
154568,5
154569,-42
154570,49
154571,5
154572,-58
154573,32
154574,97
154575,7
154576,-38
154577,14
154578,12
154579,-150
154580,9
154581,97
154582,15
154583,-44
154584,-5
154585,81
154586,37
154587,-11
154588,100
154589,44
154590,-58
154591,-44
154592,33
154593,-6
154594,-48
154595,28
154596,48
154597,-2
154598,-3
154599,70
154600,17
154601,-12
154602,85
154603,73
154604,-18
154605,13
154606,91
154607,31
154608,-37
154609,80
154610,105
154611,-8
154612,21
154613,139
154614,74
154615,42
154616,90
154617,70
154618,-42
154619,-48
154620,45
154621,-56
154622,-38
154623,9
154624,61
154625,28
154626,0
154627,91
154628,4
154629,-68
154630,29
154631,32
154632,-71
154633,-15
154634,36
154635,-14
154636,-42
154637,120
154638,80
154639,-37
154640,-23
154641,37
154642,-8
154643,-6
154644,85
154645,-9
154646,-1
154647,37
154648,65
154649,-23
154650,45
154651,77
154652,-49
154653,-17
154654,105
154655,23
154656,-48
154657,42
154658,26
154659,-17
154660,4
154661,64
154662,-16
154663,-31
154664,161
154665,31
154666,-27
154667,60
154668,8
154669,-34
154670,-35
154671,53
154672,-20
154673,-44
154674,120
154675,33
154676,-22
154677,46
154678,50
154679,-29
154680,-6
154681,76
154682,-19
154683,-37
154684,37
154685,43
154686,9
154687,19
154688,85
154689,-20
154690,-116
154691,-76
154692,7
154693,-56
154694,-67
154695,28
154696,7
154697,-20
154698,10
154699,38
154700,28
154701,-25
154702,-21
154703,16
154704,-32
154705,-50
154706,-23
154707,-25
154708,-51
154709,-83
154710,-50
154711,-40
154712,-11
154713,38
154714,98
154715,72
154716,-4
154717,-19
154718,-18
154719,-136
154720,-140
154721,-43
154722,-16
154723,-10
154724,38
154725,33
154726,-19
154727,-47
154728,-31
154729,-32
154730,-108
154731,-37
154732,-32
154733,-121
154734,-19
154735,6
154736,31
154737,43
154738,36
154739,-15
154740,-34
154741,-66
154742,-63
154743,-68
154744,-51
154745,-66
154746,-94
154747,-35
154748,15
154749,-89
154750,-38
154751,17
154752,-27
154753,-49
154754,-28
154755,-80
154756,-116
154757,3
154758,-23
154759,-75
154760,-9
154761,4
154762,-25
154763,30
154764,51
154765,-11
154766,-28
154767,-72
154768,-137
154769,-93
154770,-78
154771,-45
154772,-30
154773,23
154774,12
154775,-13
154776,-45
154777,-32
154778,-44
154779,-36
154780,-14
154781,-59
154782,-43
154783,-54
154784,-43
154785,39
154786,26
154787,-1
154788,-18
154789,-40
154790,-64
154791,-86
154792,-84
154793,-50
154794,-48
154795,-23
154796,-36
154797,-44
154798,-67
154799,-41
154800,7
154801,-30
154802,-63
154803,-39
154804,-74
154805,-42
154806,-16
154807,-37
154808,-25
154809,-12
154810,1
154811,-29
154812,16
154813,20
154814,37
154815,-5
154816,-50
154817,-57
154818,-48
154819,-90
154820,-84
154821,-82
154822,-57
154823,-27
154824,-4
154825,-4
154826,-26
154827,-34
154828,-21
154829,-24
154830,-40
154831,-76
154832,-25
154833,-60
154834,-47
154835,16
154836,29
154837,-30
154838,-57
154839,-90
154840,-34
154841,-60
154842,-49
154843,-74
154844,-19
154845,7
154846,-19
154847,-37
154848,-63
154849,-45
154850,-66
154851,-68
154852,-26
154853,-42
154854,-20
154855,-35
154856,-20
154857,-48
154858,-20
154859,5
154860,-30
154861,-30
154862,5
154863,40
154864,-11
154865,-39
154866,-73
154867,-84
154868,-47
154869,-60
154870,-91
154871,-34
154872,-14
154873,-4
154874,-9
154875,-4
154876,-79
154877,-38
154878,-56
154879,-42
154880,-6
154881,-59
154882,-69
154883,-75
154884,-17
154885,5
154886,-28
154887,-34
154888,-60
154889,-66
154890,-69
154891,-56
154892,-15
154893,-23
154894,-6
154895,-55
154896,-32
154897,-52
154898,-32
154899,-55
154900,-76
154901,-76
154902,-64
154903,-24
154904,-36
154905,-63
154906,-30
154907,6
154908,-30
154909,-41
154910,-44
154911,-12
154912,29
154913,43
154914,8
154915,-48
154916,-64
154917,-95
154918,-117
154919,-66
154920,-33
154921,-59
154922,-39
154923,-47
154924,-54
154925,-40
154926,-76
154927,-43
154928,-23
154929,-61
154930,-60
154931,-50
154932,-50
154933,-7
154934,18
154935,40
154936,-8
154937,-34
154938,-70
154939,-57
154940,-46
154941,-50
154942,-49
154943,-46
154944,-48
154945,-19
154946,-17
154947,-54
154948,-83
154949,-78
154950,-76
154951,-37
154952,-44
154953,-65
154954,-81
154955,-24
154956,-45
154957,-54
154958,-20
154959,-54
154960,-121
154961,-86
154962,4
154963,-80
154964,-74
154965,-47
154966,-103
154967,-152
154968,-108
154969,-40
154970,-117
154971,-48
154972,-10
154973,-110
154974,-84
154975,-3
154976,-135
154977,-94
154978,7
154979,-87
154980,-113
154981,-3
154982,-59
154983,-77
154984,28
154985,-8
154986,-145
154987,-56
154988,-54
154989,-147
154990,-84
154991,-24
154992,-56
154993,-77
154994,0
154995,-49
154996,-104
154997,-46
154998,-18
154999,-113
155000,-77
155001,-33
155002,-105
155003,-100
155004,-16
155005,-72
155006,-121
155007,-43
155008,-38
155009,-114
155010,-26
155011,17
155012,-1
155013,-45
155014,-16
155015,-84
155016,-130
155017,-73
155018,-152
155019,-118
155020,-97
155021,-8
155022,-81
155023,-92
155024,-13
155025,-41
155026,-137
155027,-45
155028,-5
155029,-101
155030,-53
155031,-43
155032,-42
155033,-3
155034,55
155035,-14
155036,-97
155037,-39
155038,-77
155039,-104
155040,-67
155041,28
155042,-29
155043,-38
155044,50
155045,38
155046,-66
155047,-7
155048,4
155049,-63
155050,-30
155051,44
155052,-41
155053,-67
155054,-1
155055,52
155056,-92
155057,-81
155058,-1
155059,-34
155060,-80
155061,-14
155062,40
155063,-85
155064,-151
155065,-39
155066,-80
155067,-132
155068,-69
155069,-7
155070,-38
155071,-71
155072,-16
155073,15
155074,-97
155075,-42
155076,47
155077,27
155078,-56
155079,29
155080,53
155081,-63
155082,-11
155083,69
155084,65
155085,-58
155086,-48
155087,-7
155088,-61
155089,-96
155090,-51
155091,5
155092,-95
155093,7
155094,22
155095,-66
155096,-87
155097,-30
155098,-13
155099,-86
155100,-19
155101,25
155102,-27
155103,-102
155104,11
155105,-37
155106,-111
155107,-97
155108,-22
155109,-43
155110,25
155111,85
155112,53
155113,-42
155114,41
155115,4
155116,-87
155117,-59
155118,24
155119,-63
155120,-19
155121,34
155122,29
155123,-43
155124,25
155125,63
155126,5
155127,-33
155128,47
155129,15
155130,-95
155131,21
155132,76
155133,-1
155134,-22
155135,16
155136,-57
155137,-114
155138,-10
155139,6
155140,-68
155141,14
155142,66
155143,18
155144,-38
155145,31
155146,-6
155147,-34
155148,-25
155149,6
155150,12
155151,-76
155152,-37
155153,45
155154,25
155155,-8
155156,52
155157,62
155158,22
155159,5
155160,100
155161,47
155162,-13
155163,2
155164,-52
155165,-44
155166,-31
155167,36
155168,38
155169,-11
155170,49
155171,99
155172,16
155173,-24
155174,29
155175,-11
155176,-24
155177,-50
155178,18
155179,5
155180,26
155181,44
155182,86
155183,70
155184,22
155185,23
155186,-4
155187,-70
155188,-7
155189,-21
155190,-8
155191,15
155192,76
155193,69
155194,-22
155195,0
155196,69
155197,76
155198,-3
155199,32
155200,28
155201,0
155202,34
155203,71
155204,82
155205,12
155206,14
155207,52
155208,40
155209,34
155210,74
155211,47
155212,3
155213,26
155214,-28
155215,-43
155216,22
155217,23
155218,8
155219,53
155220,37
155221,28
155222,4
155223,7
155224,12
155225,33
155226,20
155227,46
155228,-10
155229,18
155230,0
155231,62
155232,109
155233,78
155234,14
155235,-3
155236,-59
155237,-20
155238,-38
155239,-46
155240,20
