,0
8580,-4
8581,35
8582,-36
8583,-23
8584,-53
8585,-33
8586,-40
8587,-63
8588,-47
8589,-42
8590,-21
8591,-27
8592,-35
8593,-12
8594,-40
8595,-40
8596,-69
8597,-66
8598,-64
8599,5
8600,4
8601,32
8602,35
8603,-14
8604,-13
8605,-34
8606,-19
8607,-15
8608,-72
8609,-59
8610,-2
8611,-19
8612,-40
8613,-5
8614,-39
8615,-139
8616,-116
8617,-48
8618,-46
8619,-125
8620,-78
8621,-33
8622,-164
8623,-129
8624,-74
8625,-122
8626,-131
8627,-94
8628,-17
8629,-91
8630,-43
8631,-49
8632,-81
8633,-120
8634,-60
8635,-29
8636,-115
8637,-96
8638,-57
8639,-99
8640,-111
8641,-2
8642,-42
8643,-137
8644,-87
8645,-47
8646,-119
8647,-153
8648,-71
8649,-48
8650,-83
8651,4
8652,5
8653,-171
8654,-81
8655,-8
8656,-62
8657,-121
8658,-35
8659,-6
8660,-101
8661,-49
8662,7
8663,-99
8664,-141
8665,-8
8666,-19
8667,-103
8668,-19
8669,25
8670,-83
8671,-38
8672,-2
8673,-83
8674,-90
8675,-36
8676,-46
8677,-96
8678,10
8679,97
8680,-27
8681,-28
8682,43
8683,-31
8684,-66
8685,29
8686,-11
8687,-71
8688,6
8689,31
8690,-68
8691,-16
8692,48
8693,-10
8694,-34
8695,-13
8696,-59
8697,-114
8698,-54
8699,34
8700,-28
8701,58
8702,53
8703,-82
8704,-68
8705,2
8706,-1
8707,-96
8708,-22
8709,-36
8710,-98
8711,-6
8712,12
8713,-21
8714,-41
8715,15
8716,-42
8717,-57
8718,37
8719,39
8720,-43
8721,-10
8722,26
8723,-104
8724,-58
8725,28
8726,-62
8727,-28
8728,89
8729,56
8730,-61
8731,-7
8732,-8
8733,-51
8734,-6
8735,15
8736,-47
8737,-62
8738,30
8739,-61
8740,-100
8741,-3
8742,-26
8743,-87
8744,-96
8745,-15
8746,-82
8747,-106
8748,-22
8749,66
8750,-20
8751,41
8752,64
8753,-33
8754,-44
8755,22
8756,22
8757,-37
8758,-17
8759,45
8760,-57
8761,-15
8762,35
8763,10
8764,-87
8765,-8
8766,49
8767,-78
8768,-26
8769,39
8770,-23
8771,-58
8772,-35
8773,-14
8774,-102
8775,-52
8776,2
8777,-14
8778,17
8779,58
8780,37
8781,-53
8782,28
8783,52
8784,-14
8785,-41
8786,-14
8787,39
8788,-3
8789,24
8790,73
8791,31
8792,-64
8793,-24
8794,-18
8795,-109
8796,-55
8797,3
8798,32
8799,24
8800,133
8801,110
8802,-4
8803,6
8804,59
8805,38
8806,-32
8807,19
8808,23
8809,1
8810,-32
8811,41
8812,52
8813,44
8814,-20
8815,66
8816,67
8817,-13
8818,43
8819,6
8820,46
8821,-30
8822,10
8823,-2
8824,-31
8825,-1
8826,72
8827,115
8828,49
8829,62
8830,19
8831,27
8832,-9
8833,26
8834,41
8835,-46
8836,5
8837,48
8838,53
8839,6
8840,108
8841,71
8842,21
8843,28
8844,39
8845,-10
8846,-61
8847,24
8848,75
8849,73
8850,64
8851,80
8852,63
8853,14
8854,53
8855,58
8856,44
8857,-2
8858,43
8859,43
8860,29
8861,29
8862,69
8863,56
8864,54
8865,100
8866,38
8867,21
8868,44
8869,26
8870,0
8871,-20
8872,-10
8873,-85
8874,-70
8875,30
8876,121
8877,129
8878,83
8879,58
8880,43
8881,43
8882,53
8883,20
8884,33
8885,22
8886,25
8887,26
8888,77
8889,65
8890,75
8891,41
8892,11
8893,29
8894,-1
8895,-33
8896,-8
8897,72
8898,82
8899,110
8900,71
8901,79
8902,39
8903,71
8904,59
8905,11
8906,43
8907,18
8908,-6
8909,9
8910,42
8911,12
8912,29
8913,6
8914,40
8915,56
8916,52
8917,-30
8918,21
8919,-20
8920,15
8921,51
8922,-30
8923,-23
8924,19
8925,42
8926,74
8927,107
8928,68
8929,27
8930,53
8931,72
8932,66
8933,33
8934,43
8935,27
8936,38
8937,48
8938,33
8939,32
8940,46
8941,50
8942,22
8943,10
8944,-13
8945,14
8946,1
8947,62
8948,67
8949,80
8950,47
8951,38
8952,1
8953,1
8954,50
8955,45
8956,34
8957,34
8958,27
8959,57
8960,31
8961,12
8962,-68
8963,42
8964,82
8965,76
8966,45
8967,25
8968,19
8969,-7
8970,32
8971,-17
8972,3
8973,27
8974,0
8975,71
8976,78
8977,64
8978,65
8979,48
8980,45
8981,55
8982,40
8983,19
8984,-7
8985,17
8986,-11
8987,29
8988,17
8989,55
8990,41
8991,76
8992,26
8993,38
8994,47
8995,-11
8996,19
8997,69
8998,107
8999,92
9000,36
9001,-3
9002,6
9003,13
9004,4
9005,-7
9006,-13
9007,7
9008,81
9009,62
9010,28
9011,56
9012,32
9013,11
9014,66
9015,63
9016,66
9017,48
9018,57
9019,60
9020,20
9021,12
9022,-16
9023,-5
9024,26
9025,55
9026,85
9027,72
9028,18
9029,-3
9030,39
9031,58
9032,79
9033,48
9034,46
9035,29
9036,70
9037,49
9038,50
9039,47
9040,56
9041,26
9042,34
9043,34
9044,0
9045,41
9046,47
9047,82
9048,120
9049,82
9050,-10
9051,7
9052,37
9053,42
9054,88
9055,84
9056,-3
9057,61
9058,103
9059,20
9060,16
9061,124
9062,107
9063,25
9064,71
9065,130
9066,73
9067,12
9068,95
9069,60
9070,-46
9071,3
9072,95
9073,48
9074,26
9075,135
9076,133
9077,23
9078,43
9079,124
9080,45
9081,-1
9082,80
9083,58
9084,-14
9085,-11
9086,123
9087,92
9088,4
9089,99
9090,80
9091,18
9092,-8
9093,14
9094,-26
9095,-44
9096,51
9097,223
9098,105
9099,9
9100,126
9101,52
9102,-28
9103,31
9104,112
9105,8
9106,3
9107,104
9108,31
9109,-10
9110,103
9111,87
9112,1
9113,20
9114,120
9115,64
9116,-12
9117,115
9118,74
9119,-41
9120,-8
9121,39
9122,25
9123,46
9124,148
9125,147
9126,35
9127,71
9128,106
9129,17
9130,37
9131,85
9132,11
9133,-41
9134,113
9135,33
9136,-27
9137,14
9138,69
9139,-67
9140,-58
9141,77
9142,-8
9143,-69
9144,36
9145,39
9146,4
9147,99
9148,87
9149,-8
9150,13
9151,30
9152,-53
9153,-2
9154,78
9155,-6
9156,-31
9157,77
9158,5
9159,-7
9160,86
9161,45
9162,-18
9163,145
9164,63
9165,24
9166,114
9167,82
9168,8
9169,65
9170,69
9171,-57
9172,6
9173,65
9174,26
9175,47
9176,83
9177,-22
9178,-23
9179,61
9180,-5
9181,-55
9182,1
9183,-21
9184,-72
9185,64
9186,56
9187,-24
9188,30
9189,87
9190,-60
9191,-56
9192,54
9193,-52
9194,-66
9195,64
9196,23
9197,-10
9198,102
9199,30
9200,-66
9201,6
9202,19
9203,-32
9204,-1
9205,22
9206,9
9207,-34
9208,45
9209,-8
9210,-49
9211,35
9212,14
9213,-67
9214,55
9215,35
9216,-77
9217,-23
9218,12
9219,-63
9220,-76
9221,29
9222,-38
9223,-26
9224,108
9225,70
9226,-19
9227,75
9228,50
9229,-16
9230,80
9231,48
9232,-40
9233,-24
9234,38
9235,-42
9236,-55
9237,45
9238,-9
9239,-32
9240,36
9241,9
9242,-13
9243,-26
9244,25
9245,79
9246,23
9247,41
9248,-21
9249,-69
9250,-38
9251,1
9252,-73
9253,-20
9254,27
9255,5
9256,3
9257,22
9258,14
9259,-73
9260,-13
9261,-20
9262,-103
9263,-26
9264,-14
9265,-55
9266,5
9267,1
9268,2
9269,-56
9270,-84
9271,-43
9272,-108
9273,51
9274,40
9275,-51
9276,14
9277,5
9278,-23
9279,14
9280,13
9281,7
9282,18
9283,37
9284,-15
9285,-69
9286,1
9287,-40
9288,-106
9289,-68
9290,-25
9291,-71
9292,-29
9293,19
9294,-12
9295,-21
9296,61
9297,32
9298,-79
9299,-33
9300,4
9301,-89
9302,-9
9303,14
9304,16
9305,-20
9306,23
9307,18
9308,-37
9309,-33
9310,-75
9311,-54
9312,-20
9313,6
9314,-44
9315,-63
9316,-26
9317,-6
9318,7
9319,-43
9320,-25
9321,-43
9322,-20
9323,-23
9324,-10
9325,-19
9326,5
9327,-56
9328,-26
9329,-12
9330,-9
9331,22
9332,-9
9333,-5
9334,-51
9335,-34
9336,9
9337,-14
9338,-16
9339,-69
9340,-16
9341,-74
9342,-19
9343,-28
9344,-28
9345,42
9346,35
9347,-7
9348,-30
9349,-53
9350,-57
9351,-35
9352,-43
9353,-54
9354,-28
9355,-49
9356,14
9357,-7
9358,-29
9359,-7
9360,-15
9361,-23
9362,-14
9363,-27
9364,-20
9365,-9
9366,-9
9367,-41
9368,-36
9369,-76
9370,-23
9371,-42
9372,-2
9373,20
9374,24
9375,-13
9376,-35
9377,-50
9378,-37
9379,-24
9380,-29
9381,-30
9382,-28
9383,-25
9384,6
9385,9
9386,6
9387,-27
9388,-17
9389,-58
9390,-70
9391,-59
9392,-44
9393,-40
9394,-10
9395,10
9396,28
9397,-8
9398,-13
9399,-50
9400,5
9401,8
9402,-21
9403,-19
9404,-48
9405,-27
9406,-12
9407,-36
9408,-41
9409,-62
9410,-56
9411,-41
9412,-31
9413,-10
9414,-24
9415,-45
9416,-28
9417,-64
9418,-20
9419,-20
9420,-10
9421,-26
9422,1
9423,33
9424,10
9425,-42
9426,-27
9427,-38
9428,-47
9429,-2
9430,-42
9431,-7
9432,-45
9433,-6
9434,-11
9435,-16
9436,-28
9437,-20
9438,-24
9439,-67
9440,-70
9441,-53
9442,-42
9443,-26
9444,45
9445,35
9446,-30
9447,-42
9448,-61
9449,-22
9450,-42
9451,-7
9452,-9
9453,-14
9454,-10
9455,15
9456,12
9457,-6
9458,-8
9459,-31
9460,-25
9461,-9
9462,11
9463,-7
9464,-30
9465,-53
9466,-86
9467,-52
9468,-54
9469,-65
9470,-45
9471,-50
9472,-16
9473,16
9474,-11
9475,-38
9476,-60
9477,-4
9478,-7
9479,-11
9480,-25
9481,-46
9482,-32
9483,-16
9484,5
9485,-25
9486,2
9487,-6
9488,-43
9489,-34
9490,-77
9491,-86
9492,-45
9493,14
9494,24
9495,-13
9496,-9
9497,-56
9498,-111
9499,-46
9500,-26
9501,-46
9502,-89
9503,-29
9504,-43
9505,-126
9506,-35
9507,-35
9508,-87
9509,-124
9510,-15
9511,-37
9512,-74
9513,-30
9514,5
9515,-132
9516,-74
9517,-34
9518,-74
9519,-168
9520,-41
9521,31
9522,-75
9523,-30
9524,-38
9525,-87
9526,-112
9527,-35
9528,-16
9529,-55
9530,-81
9531,-54
9532,-76
9533,-104
9534,-11
9535,-60
9536,-78
9537,-84
9538,-27
9539,-107
9540,-78
9541,-45
9542,-25
9543,-34
9544,64
9545,69
9546,-92
9547,-50
9548,2
9549,-6
9550,-47
9551,17
9552,7
9553,-89
9554,1
9555,59
9556,-89
9557,-20
9558,52
9559,-45
9560,-42
9561,36
9562,-7
9563,-53
9564,0
9565,-7
9566,-68
9567,-45
9568,2
9569,-89
9570,-35
9571,35
9572,29
9573,-12
9574,5
9575,-8
9576,-83
9577,-39
9578,16
9579,-59
9580,-139
9581,-23
9582,-67
9583,-43
9584,40
9585,-31
9586,-96
9587,-27
9588,-42
9589,-163
9590,-75
9591,2
9592,-52
9593,20
9594,76
9595,-9
9596,-71
9597,31
9598,-28
9599,-48
9600,4
9601,19
9602,-63
9603,-14
9604,76
9605,-62
9606,-40
9607,41
9608,-29
9609,-68
9610,-3
9611,47
9612,-86
9613,-35
9614,-2
9615,-112
9616,-78
9617,-41
9618,-68
9619,-103
9620,-6
9621,38
9622,-25
9623,-47
9624,28
9625,-91
9626,0
9627,51
9628,-15
9629,-54
9630,38
9631,25
9632,-45
9633,69
9634,83
9635,-11
9636,-16
9637,33
9638,-87
9639,-32
9640,19
9641,-1
9642,1
9643,110
9644,88
9645,-28
9646,27
9647,76
9648,21
9649,-56
9650,31
9651,45
9652,-76
9653,32
9654,62
9655,-37
9656,-35
9657,34
9658,-49
9659,-81
9660,-5
9661,41
9662,-63
9663,-56
9664,15
9665,-103
9666,-69
9667,8
9668,-45
9669,-68
9670,90
9671,148
9672,9
9673,59
9674,85
9675,-42
9676,-22
9677,28
9678,-34
9679,-88
9680,-23
9681,29
9682,-14
9683,63
9684,61
9685,3
9686,53
9687,52
9688,2
9689,-65
9690,0
9691,35
9692,-7
9693,81
9694,65
9695,70
9696,12
9697,53
9698,90
9699,56
9700,42
9701,77
9702,37
9703,-53
9704,8
9705,38
9706,-11
9707,-17
9708,52
9709,38
9710,2
9711,37
9712,110
9713,14
9714,-1
9715,16
9716,12
9717,-54
9718,-36
9719,36
9720,57
9721,46
9722,109
9723,92
9724,35
9725,51
9726,79
9727,41
9728,-40
9729,37
9730,11
9731,23
9732,0
9733,73
9734,41
9735,51
9736,59
9737,63
9738,39
9739,-43
9740,31
9741,76
9742,-6
9743,39
9744,51
9745,29
9746,55
9747,44
9748,54
9749,58
9750,39
9751,49
9752,20
9753,15
9754,25
9755,-61
9756,-30
9757,28
9758,40
9759,69
9760,70
9761,87
9762,90
9763,18
9764,21
9765,-15
9766,-6
9767,-16
9768,11
9769,61
9770,60
9771,84
9772,50
9773,53
9774,18
9775,0
9776,34
9777,52
9778,6
9779,-2
9780,-18
9781,27
9782,11
9783,15
9784,40
9785,3
9786,74
9787,26
9788,3
9789,2
9790,30
9791,76
9792,81
9793,78
9794,16
9795,16
9796,18
9797,23
9798,3
9799,-4
9800,-55
9801,14
9802,74
9803,66
9804,32
9805,20
9806,12
9807,0
9808,43
9809,37
9810,8
9811,47
9812,26
9813,47
9814,18
9815,-12
9816,19
9817,54
9818,71
9819,52
9820,75
9821,67
9822,-2
9823,41
9824,2
9825,34
9826,52
9827,-12
9828,44
9829,31
9830,37
9831,53
9832,48
9833,28
9834,20
9835,42
9836,-4
9837,-28
9838,-21
9839,-19
9840,29
9841,90
9842,114
9843,32
9844,-7
9845,19
9846,71
9847,48
9848,56
9849,77
9850,23
9851,1
9852,7
9853,27
9854,2
9855,-21
9856,6
9857,5
9858,24
9859,30
9860,58
9861,43
9862,54
9863,44
9864,-12
9865,16
9866,-10
9867,46
9868,38
9869,85
9870,67
9871,51
9872,27
9873,14
9874,38
9875,10
9876,51
9877,21
9878,38
9879,50
9880,59
9881,61
9882,49
9883,49
9884,28
9885,-22
9886,-21
9887,-14
9888,-73
9889,3
9890,34
9891,95
9892,82
9893,44
9894,36
9895,27
9896,44
9897,56
9898,48
9899,54
9900,43
9901,63
9902,73
9903,46
9904,34
9905,56
9906,1
9907,18
9908,60
9909,39
9910,-3
9911,23
9912,-8
9913,7
9914,6
9915,2
9916,-24
9917,20
9918,54
9919,93
9920,56
9921,30
9922,26
9923,28
9924,83
9925,49
9926,33
9927,54
9928,65
9929,16
9930,61
9931,59
9932,39
9933,-32
9934,69
9935,64
9936,43
9937,48
9938,15
9939,74
9940,152
9941,105
9942,41
9943,130
9944,98
9945,10
9946,126
9947,129
9948,54
9949,62
9950,139
9951,59
9952,43
9953,130
9954,61
9955,31
9956,137
9957,126
9958,28
9959,50
9960,196
9961,74
9962,-6
9963,64
9964,47
9965,-53
9966,39
9967,143
9968,68
9969,39
9970,152
9971,94
9972,-24
9973,70
9974,124
9975,42
9976,-18
9977,18
9978,37
9979,17
9980,147
9981,123
9982,55
9983,23
9984,116
9985,29
9986,-48
9987,69
9988,76
9989,21
9990,88
9991,172
9992,83
9993,-1
9994,93
9995,91
9996,5
9997,51
9998,150
9999,-1
10000,16
10001,101
10002,89
10003,-11
10004,37
10005,136
10006,8
10007,26
10008,113
10009,43
10010,-16
10011,60
10012,25
10013,-73
10014,23
10015,22
10016,-32
10017,19
10018,148
10019,30
10020,-84
10021,36
10022,21
10023,9
10024,83
10025,29
10026,-53
10027,61
10028,55
10029,-26
10030,34
10031,102
10032,31
10033,10
10034,82
10035,-33
10036,-85
10037,75
10038,31
10039,5
10040,129
10041,118
10042,20
10043,55
10044,90
10045,10
10046,66
10047,95
10048,18
10049,-28
10050,89
10051,5
10052,-23
10053,23
10054,-8
10055,-38
10056,41
10057,43
10058,-15
10059,30
10060,30
10061,-34
10062,-26
10063,66
10064,-140
10065,-90
10066,99
10067,78
10068,61
10069,138
10070,39
10071,-30
10072,91
10073,47
10074,-14
10075,61
10076,34
10077,-57
10078,43
10079,75
10080,25
10081,21
10082,85
10083,-14
10084,5
10085,31
10086,-15
10087,-57
10088,106
10089,77
10090,16
10091,120
10092,53
10093,-24
10094,29
10095,43
10096,2
10097,-40
10098,96
10099,-42
10100,-42
10101,48
10102,-2
10103,-61
10104,-24
10105,20
10106,-24
10107,-9
10108,17
10109,-30
10110,-57
10111,25
10112,36
10113,-35
10114,-38
10115,45
10116,32
10117,-34
10118,-5
10119,14
10120,-26
10121,-83
10122,-9
10123,-28
10124,-24
10125,28
10126,4
10127,-38
10128,-15
10129,25
10130,-5
10131,-23
10132,-7
10133,-45
10134,-111
10135,-47
10136,-46
10137,-44
10138,46
10139,55
10140,64
10141,2
10142,2
10143,-30
10144,-16
10145,-7
10146,3
10147,-55
10148,-23
10149,-36
10150,-67
10151,-6
10152,-4
10153,-40
10154,-63
10155,35
10156,-41
10157,-25
10158,10
10159,-25
10160,-83
10161,-55
10162,-34
10163,-110
10164,-38
10165,12
10166,-18
10167,74
10168,48
10169,-60
10170,-25
10171,-6
10172,-40
10173,-49
10174,-30
10175,-10
10176,3
10177,-6
10178,36
10179,-37
10180,-14
10181,6
10182,-102
10183,-56
10184,-56
10185,-97
10186,-46
10187,-10
10188,43
10189,11
10190,21
10191,-19
10192,-42
10193,-32
10194,-33
10195,-36
10196,-30
10197,-84
10198,-15
10199,-11
10200,25
10201,10
10202,7
10203,-2
10204,-45
10205,-24
10206,-11
10207,15
10208,-33
10209,-59
10210,-52
10211,-70
10212,-55
10213,-46
10214,-21
10215,-19
10216,33
10217,22
10218,1
10219,-14
10220,-54
10221,-44
10222,-27
10223,-17
10224,-30
10225,-43
10226,-19
10227,-37
10228,27
10229,-1
10230,-60
10231,-39
10232,-70
10233,-67
10234,-82
10235,-57
10236,-50
10237,-29
10238,29
10239,58
10240,-5
10241,-23
10242,1
10243,-42
10244,-17
10245,-9
10246,-46
10247,6
10248,-30
10249,-28
10250,-25
10251,-24
10252,20
10253,-56
10254,-30
10255,27
10256,-10
10257,15
10258,-8
10259,-41
10260,-65
10261,-90
10262,-72
10263,-64
10264,-69
10265,-30
10266,25
10267,-3
10268,18
10269,-29
10270,-4
10271,-26
10272,-15
10273,-41
10274,-45
10275,-40
10276,-44
10277,-69
10278,-20
10279,-29
10280,-35
10281,-68
10282,-43
10283,-66
10284,-69
10285,-84
10286,-49
10287,-20
10288,49
10289,31
10290,-15
10291,-34
10292,-40
10293,-5
10294,-24
10295,-14
10296,-22
10297,-59
10298,4
10299,-40
10300,-21
10301,12
10302,-41
10303,-44
10304,-31
10305,-12
10306,-4
10307,-20
10308,-25
10309,-67
10310,-67
10311,-73
10312,-70
10313,-70
10314,-61
10315,-41
10316,26
10317,5
10318,-10
10319,4
10320,33
10321,-5
10322,-24
10323,-48
10324,-70
10325,-43
10326,-57
10327,-25
10328,-58
10329,-47
10330,-35
10331,-72
10332,-51
10333,-49
10334,-40
10335,-71
10336,-30
10337,-2
10338,23
10339,-2
10340,-16
10341,-29
10342,-49
10343,12
10344,10
10345,-18
10346,-44
10347,-30
10348,-21
10349,-3
10350,-66
10351,-46
10352,-33
10353,-23
10354,-36
10355,-49
10356,-29
10357,-33
10358,-40
10359,-56
10360,-92
10361,-79
10362,-79
10363,-55
10364,-5
10365,-16
10366,22
10367,-4
10368,-28
10369,-24
10370,-4
10371,-39
10372,-35
10373,-53
10374,-42
10375,-67
10376,-36
10377,7
10378,-82
10379,-33
10380,-22
10381,-114
10382,-108
10383,-37
10384,-86
10385,-91
10386,-28
10387,52
10388,-53
10389,-67
10390,10
10391,-115
10392,-88
10393,-39
10394,-36
10395,-96
10396,-62
10397,-27
10398,-129
10399,-53
10400,-39
10401,-88
10402,-119
10403,-12
10404,-29
10405,-138
10406,-22
10407,5
10408,-109
10409,-59
10410,-26
10411,-93
10412,-149
10413,-49
10414,16
10415,-52
10416,-20
10417,-60
10418,-113
10419,-60
10420,16
10421,-6
10422,-98
10423,-50
10424,-21
10425,-58
10426,-69
10427,-4
10428,9
10429,-109
10430,-90
10431,-23
10432,-34
10433,-83
10434,-48
10435,20
10436,-13
10437,45
10438,75
10439,-38
10440,-69
10441,-36
10442,74
10443,-54
10444,-45
10445,-18
10446,-9
10447,-113
10448,-44
10449,-5
10450,-69
10451,-83
10452,-5
10453,7
10454,-85
10455,-31
10456,30
10457,-41
10458,-86
10459,-85
10460,-47
10461,-145
10462,-86
10463,-35
10464,6
10465,-23
10466,8
10467,28
10468,-84
10469,-39
10470,-2
10471,-49
10472,-94
10473,16
10474,16
10475,-80
10476,-31
10477,44
10478,5
10479,-66
10480,4
10481,23
10482,-91
10483,-55
10484,3
10485,11
10486,-30
10487,63
10488,51
10489,-77
10490,-66
10491,-6
10492,-54
10493,-91
10494,-4
10495,-11
10496,-111
10497,-13
10498,7
10499,-14
10500,-142
10501,-12
10502,36
10503,-90
10504,-36
10505,32
10506,-35
10507,-71
10508,27
10509,11
10510,-96
10511,-12
10512,49
10513,-43
10514,81
10515,125
10516,-2
10517,-13
10518,47
10519,28
10520,-33
10521,25
10522,33
10523,-39
10524,45
10525,39
10526,-16
10527,29
10528,37
10529,-17
10530,-14
10531,27
10532,-18
10533,-90
10534,0
10535,69
10536,7
10537,55
10538,68
10539,-85
10540,-45
10541,19
10542,-40
10543,-66
10544,-18
10545,13
10546,-112
10547,-4
10548,7
10549,-126
10550,-52
10551,43
10552,-21
10553,10
10554,94
10555,56
10556,0
10557,70
10558,-10
10559,-83
10560,-25
10561,-14
10562,-81
10563,17
10564,83
10565,70
10566,-6
10567,55
10568,46
10569,20
10570,63
10571,40
10572,-55
10573,-4
10574,4
10575,-28
10576,-50
10577,33
10578,51
10579,-27
10580,19
10581,15
10582,-32
10583,50
10584,38
10585,18
10586,47
10587,41
10588,-12
10589,-49
10590,0
10591,55
10592,-30
10593,50
10594,48
10595,-4
10596,67
10597,70
10598,61
10599,-32
10600,16
10601,-7
10602,-34
10603,36
10604,93
10605,22
10606,14
10607,78
10608,33
10609,-47
10610,20
10611,-21
10612,-34
10613,33
10614,86
10615,82
10616,1
10617,75
10618,40
10619,24
10620,38
10621,53
10622,95
10623,-29
10624,25
10625,33
10626,0
10627,46
10628,48
10629,34
10630,-6
10631,17
10632,18
10633,20
10634,84
10635,63
10636,71
10637,33
10638,-56
10639,10
10640,35
10641,57
10642,70
10643,43
10644,41
10645,20
10646,20
10647,27
10648,-24
10649,-14
10650,-17
10651,34
10652,-10
10653,31
10654,23
10655,29
10656,50
10657,21
10658,23
10659,-3
10660,-19
10661,13
10662,18
10663,54
10664,56
10665,24
10666,21
10667,12
10668,66
10669,56
10670,34
10671,39
10672,52
10673,44
10674,23
10675,34
10676,16
10677,-10
10678,-3
10679,-30
10680,-19
10681,-24
10682,-37
10683,26
10684,105
10685,134
10686,92
10687,52
10688,19
10689,35
10690,26
10691,0
10692,19
10693,3
10694,42
10695,25
10696,40
10697,18
10698,20
10699,18
10700,40
10701,21
10702,41
10703,21
10704,36
10705,16
10706,-9
10707,10
10708,-25
10709,-2
10710,8
10711,16
10712,59
10713,103
10714,51
10715,36
10716,29
10717,5
10718,47
10719,18
10720,4
10721,8
10722,-1
10723,-2
10724,31
10725,20
10726,-10
10727,-45
10728,28
10729,49
10730,-8
10731,-11
10732,10
10733,51
10734,49
10735,112
10736,32
10737,27
10738,42
10739,9
10740,-5
10741,42
10742,42
10743,38
10744,72
10745,29
10746,41
10747,51
10748,26
10749,31
10750,-3
10751,17
10752,7
10753,74
10754,14
10755,-21
10756,48
10757,8
10758,-11
10759,-13
10760,37
10761,56
10762,91
10763,113
10764,74
10765,27
10766,4
10767,51
10768,9
10769,-3
10770,-12
10771,-8
10772,20
10773,66
10774,27
10775,37
10776,10
10777,-3
10778,18
10779,22
10780,3
10781,8
10782,50
10783,52
10784,84
10785,91
10786,39
10787,26
10788,27
10789,49
10790,54
10791,38
10792,24
10793,25
10794,10
10795,33
10796,18
10797,29
10798,7
10799,-12
10800,22
10801,36
10802,48
10803,32
10804,59
10805,29
10806,5
10807,-9
10808,-5
10809,3
10810,21
10811,50
10812,76
10813,122
10814,14
10815,-80
10816,25
10817,67
10818,81
10819,77
10820,55
10821,67
10822,88
10823,53
10824,56
10825,156
10826,78
10827,-1
10828,76
10829,87
10830,-42
10831,107
10832,121
10833,37
10834,165
10835,130
10836,38
10837,118
10838,101
10839,61
10840,110
10841,103
10842,35
10843,59
10844,120
10845,55
10846,85
10847,137
10848,33
10849,73
10850,173
10851,78
10852,47
10853,152
10854,22
10855,1
10856,96
10857,42
10858,-82
10859,113
10860,28
10861,66
10862,217
10863,98
10864,6
10865,153
10866,45
10867,16
10868,123
10869,33
10870,-1
10871,137
10872,74
10873,10
10874,138
10875,96
10876,5
10877,59
10878,71
10879,-36
10880,-13
10881,81
10882,40
10883,51
10884,161
10885,84
10886,18
10887,113
10888,5
10889,-8
10890,100
10891,11
10892,-58
10893,42
10894,90
10895,-55
10896,12
10897,55
10898,-51
10899,-19
10900,53
10901,5
10902,-85
10903,6
10904,-22
10905,-15
10906,71
10907,-5
10908,-73
10909,67
10910,67
10911,27
10912,82
10913,95
10914,16
10915,25
10916,130
10917,15
10918,21
10919,106
10920,4
10921,-25
10922,120
10923,27
10924,-31
10925,142
10926,23
10927,-38
10928,51
10929,10
10930,-24
10931,58
10932,80
10933,-6
10934,74
10935,74
10936,-30
10937,-5
10938,65
10939,-25
10940,-21
10941,104
10942,-12
10943,-6
10944,99
10945,29
10946,-63
10947,-1
10948,-27
10949,1
10950,91
10951,73
10952,-4
10953,24
10954,55
10955,-4
10956,-45
10957,64
10958,-13
10959,-7
10960,159
10961,64
10962,-8
10963,75
10964,55
10965,-58
10966,75
10967,44
10968,2
10969,59
10970,59
10971,-18
10972,21
10973,108
10974,25
10975,-66
10976,86
10977,0
10978,-80
10979,-15
10980,0
10981,-21
10982,79
10983,101
10984,2
10985,-28
10986,55
10987,-16
10988,-68
10989,55
10990,-42
10991,-89
10992,-84
10993,73
10994,-22
10995,-24
10996,86
10997,2
10998,-53
10999,48
11000,41
11001,-2
11002,-42
11003,-28
11004,-50
11005,-107
11006,-27
11007,-2
11008,-60
11009,49
11010,66
11011,32
11012,38
11013,14
11014,-60
11015,-45
11016,10
11017,-23
11018,-74
11019,-11
11020,-13
11021,-27
11022,4
11023,23
11024,-15
11025,-42
11026,-26
11027,-27
11028,-70
11029,-55
11030,-59
11031,-89
11032,37
11033,71
11034,-87
11035,-63
11036,-20
11037,1
11038,-7
11039,43
11040,-34
11041,-99
11042,-30
11043,-13
11044,-105
11045,-20
11046,9
11047,-86
11048,10
11049,38
11050,-23
11051,-51
11052,-21
11053,-53
11054,-144
11055,-55
11056,-78
11057,-93
11058,-17
11059,32
11060,25
11061,23
11062,3
11063,-48
11064,-69
11065,-64
11066,-46
11067,-84
11068,-41
11069,-45
11070,-32
11071,12
11072,-7
11073,-20
11074,3
11075,-6
11076,-55
11077,-42
11078,-112
11079,-82
11080,-30
11081,-8
11082,64
11083,47
11084,14
11085,-13
11086,0
11087,-9
11088,17
11089,4
11090,-58
11091,-67
11092,-63
11093,-29
11094,-16
11095,-17
11096,-35
11097,-10
11098,29
11099,20
11100,-15
11101,-23
11102,-23
11103,-58
11104,-59
11105,-98
11106,-87
11107,-45
11108,-29
11109,-12
11110,22
11111,3
11112,-18
11113,-54
11114,-1
11115,-50
11116,-61
11117,-52
11118,-55
11119,-40
11120,-19
11121,-19
11122,-10
11123,-28
11124,-3
11125,-32
11126,-20
11127,-37
11128,-51
11129,-29
11130,-30
11131,-20
11132,9
11133,-28
11134,-31
